,logFC,logCPM,LR,PValue,FDR,gene_name,gene_type
ENSG00000169550,7.142529777,5.688065149,7.438732154,0.006383484,0.048161761,MUC15,protein_coding
ENSG00000169551,1.55873364,-4.951342799,1.170617363,0.279274425,0.494597826,CT55,protein_coding
ENSG00000169554,-1.604924369,6.946641086,8.959086895,0.002760929,0.026286946,ZEB2,protein_coding
ENSG00000169562,-0.021649004,1.999110086,9.12652753086718e-05,0.992377696,0.997328731,GJB1,protein_coding
ENSG00000169564,0.789966761,1.25679277,1.255994667,0.262410609,0.477170853,PCBP1,protein_coding
ENSG00000169567,0.102880772,7.524412015,0.034620646,0.852392815,0.925603138,HINT1,protein_coding
ENSG00000169570,0.332976312,2.796473297,0.49604715,0.481242138,0.677918533,DTWD2,protein_coding
ENSG00000169583,3.045423659,3.077806027,6.767203678,0.00928482,0.063157725,CLIC3,protein_coding
ENSG00000169592,-0.339421881,3.827582553,0.691165718,0.40576816,0.616287446,INO80E,protein_coding
ENSG00000169594,7.380150605,5.446468919,9.910564174,0.001643327,0.017776027,BNC1,protein_coding
ENSG00000169598,-0.075695525,2.139811174,0.023600403,0.877906034,0.940006577,DFFB,protein_coding
ENSG00000169599,-0.230777374,4.51718582,0.179078695,0.672166194,0.813471606,NFU1,protein_coding
ENSG00000169604,-0.957031731,6.713413149,1.889071831,0.169306647,0.375031915,ANTXR1,protein_coding
ENSG00000169605,3.782074699,-4.308133535,2.292025776,0.130040098,0.326064232,GKN1,protein_coding
ENSG00000169607,6.338592773,4.194256391,59.30702863,1.34893872573368e-14,3.57619936486965e-12,CKAP2L,protein_coding
ENSG00000169609,0.441658532,4.97942958,0.874665504,0.34966693,0.565731801,C15orf40,protein_coding
ENSG00000169612,1.047793613,2.105523858,3.96775485,0.046379573,0.182113253,RAMAC,protein_coding
ENSG00000169618,-0.619704754,-3.267204461,0.198353889,0.656052833,0.803488362,PROKR1,protein_coding
ENSG00000169621,-0.34747561,1.51396901,0.265882282,0.606107445,0.770438762,APLF,protein_coding
ENSG00000169627,2.709958188,-1.342242322,5.701700453,0.016948485,0.096165454,BOLA2B,protein_coding
ENSG00000169629,0.116832909,-0.498560757,0.031985429,0.858059641,0.928679816,RGPD8,protein_coding
ENSG00000169635,-0.251275435,1.740811957,0.16014177,0.689026026,0.824051516,HIC2,protein_coding
ENSG00000169641,-0.113341013,5.708768981,0.041626077,0.8383342,0.917385747,LUZP1,protein_coding
ENSG00000169660,-0.221650114,3.564449078,0.203920088,0.651575098,0.800586879,HEXD,protein_coding
ENSG00000169668,1.952249649,-4.277324888,0.810206746,0.368059133,0.582608736,BCRP2,transcribed_unprocessed_pseudogene
ENSG00000169676,4.540403147,-3.91138413,3.165286679,0.075219229,0.241337187,DRD5,protein_coding
ENSG00000169679,5.567442074,5.138054666,56.61779874,5.29305686680422e-14,1.18815604251701e-11,BUB1,protein_coding
ENSG00000169682,1.757411933,-2.41027483,3.725973027,0.053572406,0.198700578,SPNS1,protein_coding
ENSG00000169683,2.002762485,3.918852116,10.87485551,0.000974786,0.011825485,LRRC45,protein_coding
ENSG00000169684,2.630816055,1.312075769,9.096102021,0.002561548,0.024897375,CHRNA5,protein_coding
ENSG00000169689,1.40944767,4.533359598,5.4503761,0.019564114,0.10560913,CENPX,protein_coding
ENSG00000169692,0.380786224,4.917084811,0.363023969,0.546831578,0.727273448,AGPAT2,protein_coding
ENSG00000169696,1.310986017,4.566564528,2.370094052,0.1236796,0.317309749,ASPSCR1,protein_coding
ENSG00000169710,2.168306184,6.722930053,8.654626637,0.003262319,0.029585993,FASN,protein_coding
ENSG00000169714,-0.337843295,8.83299827,0.813078612,0.367211621,0.581843165,CNBP,protein_coding
ENSG00000169715,-1.082674777,4.271979206,1.922513295,0.165579861,0.370886393,MT1E,protein_coding
ENSG00000169718,0.966427257,5.474108772,3.620406686,0.05707492,0.205951075,DUS1L,protein_coding
ENSG00000169727,0.2532983,5.491883103,0.330016042,0.565649642,0.742505696,GPS1,protein_coding
ENSG00000169733,-0.527128632,3.921241554,1.492656328,0.221804772,0.433524469,RFNG,protein_coding
ENSG00000169738,0.932997386,4.995948016,2.305337499,0.128930273,0.324706633,DCXR,protein_coding
ENSG00000169740,-1.422369058,2.932125764,11.00124399,0.000910508,0.011164609,ZNF32,protein_coding
ENSG00000169744,-4.252287645,6.344669104,90.36269242,1.98269650957069e-21,2.96036503727809e-18,LDB2,protein_coding
ENSG00000169750,3.952171049,2.812005989,16.05700461,6.14638364325694e-05,0.001189552,RAC3,protein_coding
ENSG00000169752,3.766981244,1.135638809,8.156856814,0.004289866,0.036084857,NRG4,protein_coding
ENSG00000169756,-0.106182799,5.912127194,0.053879438,0.81644524,0.90369063,LIMS1,protein_coding
ENSG00000169758,1.797569373,0.315232311,3.614728507,0.057270069,0.206335109,TMEM266,protein_coding
ENSG00000169760,-2.691539634,1.632776113,7.86792414,0.005031939,0.040605408,NLGN1,protein_coding
ENSG00000169762,-1.231905138,4.289557334,9.027698765,0.00265919,0.025611676,TAPT1,protein_coding
ENSG00000169764,-0.037434871,6.554866021,0.00768208,0.930156868,0.967304009,UGP2,protein_coding
ENSG00000169783,-0.614541633,1.177266637,0.342759141,0.558240907,0.736387183,LINGO1,protein_coding
ENSG00000169813,0.66914281,7.134777062,1.78584381,0.181433374,0.389403243,HNRNPF,protein_coding
ENSG00000169814,-0.977398358,4.469494913,4.899773618,0.026860216,0.130063334,BTD,protein_coding
ENSG00000169826,-0.557004175,4.23825776,1.245166527,0.264477656,0.479483662,CSGALNACT2,protein_coding
ENSG00000169836,5.474417143,-3.292651738,3.03857739,0.081307143,0.251907975,TACR3,protein_coding
ENSG00000169840,5.75421208,-3.08274844,1.379490641,0.240187929,0.453398264,GSX1,protein_coding
ENSG00000169851,-0.77944652,5.081779052,0.725237756,0.394431186,0.605891222,PCDH7,protein_coding
ENSG00000169855,1.071243949,8.738222995,1.480015051,0.223772167,0.43576909,ROBO1,protein_coding
ENSG00000169856,7.149466801,-1.911382402,16.37158779,5.20597904293285e-05,0.001028917,ONECUT1,protein_coding
ENSG00000169857,-0.00542994,4.407199777,0.000104486,0.991844278,0.99718183,AVEN,protein_coding
ENSG00000169860,-0.465227247,4.591334776,0.260190026,0.609989634,0.772885639,P2RY1,protein_coding
ENSG00000169862,3.198959791,-0.196445669,1.336792749,0.247600366,0.461255059,CTNND2,protein_coding
ENSG00000169871,-0.696129409,5.615371072,2.36809042,0.123838453,0.317631688,TRIM56,protein_coding
ENSG00000169876,2.225182824,-4.827161902,1.809733666,0.178540182,0.385660338,MUC17,protein_coding
ENSG00000169877,-1.707602236,-4.581584935,1.886603746,0.169585483,0.375333395,AHSP,protein_coding
ENSG00000169884,1.213594437,0.707671724,1.215145203,0.270315516,0.484912418,WNT10B,protein_coding
ENSG00000169885,1.555494582,-2.360988876,2.27580393,0.131406969,0.327883045,CALML6,protein_coding
ENSG00000169891,-0.713156777,3.405026904,1.442382589,0.229754175,0.44154669,REPS2,protein_coding
ENSG00000169894,3.10834468,-0.032617574,2.668714689,0.102338641,0.286136942,MUC3A,protein_coding
ENSG00000169895,0.057707336,6.290849155,0.015672599,0.900372934,0.952204988,SYAP1,protein_coding
ENSG00000169900,3.787161036,-2.076072907,0.610289867,0.434678691,0.640459648,PYDC1,protein_coding
ENSG00000169902,-1.225937726,5.015574569,6.350381259,0.011735607,0.074062207,TPST1,protein_coding
ENSG00000169903,0.914669528,0.073332729,0.1166675,0.732677343,0.852094042,TM4SF4,protein_coding
ENSG00000169905,0.512348108,6.014814792,1.226604682,0.268068364,0.4831344,TOR1AIP2,protein_coding
ENSG00000169908,0.821720544,7.971782678,0.886535673,0.346417838,0.56223562,TM4SF1,protein_coding
ENSG00000169914,-0.041248634,4.303896521,0.005715521,0.939736491,0.972146726,OTUD3,protein_coding
ENSG00000169918,-0.048520132,2.377758613,0.004559006,0.946167415,0.975090628,OTUD7A,protein_coding
ENSG00000169919,0.461447381,6.115456853,0.817783379,0.365829052,0.580706228,GUSB,protein_coding
ENSG00000169925,-0.213575457,3.694615263,0.163722052,0.685752579,0.822037003,BRD3,protein_coding
ENSG00000169926,-0.028578757,5.46497613,0.002601405,0.959322359,0.981900412,KLF13,protein_coding
ENSG00000169933,-0.898750666,-2.967642958,0.488213838,0.484725154,0.680746755,FRMPD4,protein_coding
ENSG00000169946,-4.094203297,2.569761863,35.301299,2.82443610907123e-09,1.83636117679212e-07,ZFPM2,protein_coding
ENSG00000169951,-0.387586629,1.956092062,0.873899448,0.349878034,0.565921628,ZNF764,protein_coding
ENSG00000169955,-0.661298955,2.362056602,2.196643984,0.138311573,0.337719763,ZNF747,protein_coding
ENSG00000169957,-0.166824736,4.311308072,0.166403333,0.683328264,0.820613455,ZNF768,protein_coding
ENSG00000169962,2.022051702,-0.331012389,4.00685193,0.045315688,0.179079075,TAS1R3,protein_coding
ENSG00000169964,-0.637537102,3.044602098,2.183987654,0.13945273,0.33921642,TMEM42,protein_coding
ENSG00000169967,0.290035413,5.777941731,0.551967955,0.457514702,0.658274054,MAP3K2,protein_coding
ENSG00000169972,1.060810633,2.414395517,3.402409623,0.065101253,0.221810198,PUSL1,protein_coding
ENSG00000169976,0.032142391,5.530862017,0.003764823,0.951073979,0.97773672,SF3B5,protein_coding
ENSG00000169981,0.431440227,3.05699252,0.731989346,0.392239123,0.604086294,ZNF35,protein_coding
ENSG00000169989,-0.378611175,-1.759964403,0.184228131,0.667764551,0.810535599,TIGD4,protein_coding
ENSG00000169991,1.8140173,5.571362875,2.838703181,0.092018451,0.27022951,IFFO2,protein_coding
ENSG00000169992,-1.996353758,3.817139036,18.94119061,1.34810318162953e-05,0.000324041,NLGN2,protein_coding
ENSG00000169994,0.085135735,0.387148673,0.003833201,0.950632235,0.977617984,MYO7B,protein_coding
ENSG00000170004,-0.93591953,7.129591978,4.033181061,0.044613744,0.177174759,CHD3,protein_coding
ENSG00000170006,3.591096008,4.572585807,9.889935019,0.001661852,0.017925972,TMEM154,protein_coding
ENSG00000170011,-3.680784604,1.595128904,14.94859854,0.00011048,0.001950399,MYRIP,protein_coding
ENSG00000170017,3.304051674,10.42275033,6.266659816,0.012303086,0.076636986,ALCAM,protein_coding
ENSG00000170027,0.392630922,7.614166305,0.635899624,0.425199515,0.632523614,YWHAG,protein_coding
ENSG00000170035,0.146737095,6.053879108,0.117017286,0.732292273,0.85190786,UBE2E3,protein_coding
ENSG00000170037,-0.69128601,5.197633726,2.81474692,0.093401626,0.272160339,CNTROB,protein_coding
ENSG00000170043,-0.162601417,4.30214656,0.147020068,0.701399511,0.832052891,TRAPPC1,protein_coding
ENSG00000170044,4.951190957,-2.195863744,2.397107576,0.121559824,0.314594737,ZPLD1,protein_coding
ENSG00000170049,-3.010353984,0.796628462,41.22689029,1.35544939937737e-10,1.14832328867913e-08,KCNAB3,protein_coding
ENSG00000170054,5.859991254,-3.000816158,4.649205965,0.031067915,0.141629351,SERPINA9,protein_coding
ENSG00000170074,0.728115351,-0.759958024,0.21019603,0.646613801,0.797140466,FAM153A,protein_coding
ENSG00000170075,3.719514053,-0.636731631,5.962155465,0.014616162,0.086724063,GPR37L1,protein_coding
ENSG00000170085,-0.530776037,3.638339662,1.063569887,0.302402386,0.5189468,SIMC1,protein_coding
ENSG00000170088,-1.205180709,3.845262429,8.178327014,0.004239384,0.035777656,TMEM192,protein_coding
ENSG00000170089,1.746236934,4.643590327,5.456381206,0.019496985,0.10533921,AC106795.1,transcribed_unprocessed_pseudogene
ENSG00000170091,3.436680584,-3.404709025,3.079553776,0.079282275,0.248361801,NSG2,protein_coding
ENSG00000170092,0.922842564,-1.712828551,1.955866163,0.161956116,0.366768268,SPDYE5,protein_coding
ENSG00000170099,-0.633757621,-2.490426058,0.174442717,0.676193235,0.815872981,SERPINA6,protein_coding
ENSG00000170100,-0.150066081,3.415765,0.105197273,0.745679662,0.860451264,ZNF778,protein_coding
ENSG00000170113,1.823807398,5.095609226,8.545777208,0.003463247,0.031005891,NIPA1,protein_coding
ENSG00000170122,1.514310418,-1.825306336,2.662360826,0.102748129,0.286699098,FOXD4,protein_coding
ENSG00000170128,4.054442519,-1.838370655,3.99193643,0.045718493,0.180161562,GPR25,protein_coding
ENSG00000170142,0.282908685,4.057773744,0.207285579,0.648903309,0.798719672,UBE2E1,protein_coding
ENSG00000170144,0.391826977,8.383715422,0.846750728,0.357473169,0.573497437,HNRNPA3,protein_coding
ENSG00000170145,-1.027269476,5.278987314,7.864780764,0.005040694,0.040665387,SIK2,protein_coding
ENSG00000170153,-3.639143606,5.600610907,33.38598526,7.55665557348611e-09,4.36822986562816e-07,RNF150,protein_coding
ENSG00000170160,-0.710512967,-2.868661895,0.157008335,0.69192594,0.82585154,CCDC144A,protein_coding
ENSG00000170161,-0.195445553,-0.839289729,0.072397288,0.787877785,0.887038674,AL512625.1,lncRNA
ENSG00000170166,-2.44785461,-0.563662689,9.079503026,0.002584903,0.025076819,HOXD4,protein_coding
ENSG00000170175,0.625089838,3.01164713,1.063511729,0.302415605,0.5189468,CHRNB1,protein_coding
ENSG00000170178,0.934100112,-2.861026833,0.409621194,0.522161835,0.708370149,HOXD12,protein_coding
ENSG00000170180,4.716827805,-3.805033412,2.266034301,0.1322379,0.32904727,GYPA,protein_coding
ENSG00000170185,0.260618191,4.539133736,0.305926429,0.580190716,0.752630239,USP38,protein_coding
ENSG00000170190,-0.082940372,2.687972948,0.015467078,0.901024931,0.952599688,SLC16A5,protein_coding
ENSG00000170191,1.473364632,4.230489737,7.222038366,0.007201389,0.052690901,NANP,protein_coding
ENSG00000170209,1.612681371,-0.499299324,2.350686646,0.125227837,0.319497797,ANKK1,protein_coding
ENSG00000170214,-2.183777192,-2.429891499,2.968855537,0.084881885,0.258375988,ADRA1B,protein_coding
ENSG00000170222,-1.007129372,2.374535862,4.956759862,0.02598886,0.12732761,ADPRM,protein_coding
ENSG00000170231,6.622249476,0.601880037,6.415415832,0.011313383,0.072229405,FABP6,protein_coding
ENSG00000170234,0.426727369,4.452505843,0.870113381,0.350923922,0.567072848,PWWP2A,protein_coding
ENSG00000170236,0.723377219,-1.805029875,0.99631124,0.318204729,0.534894419,USP50,protein_coding
ENSG00000170242,-0.226608645,5.05266928,0.22845443,0.632672221,0.787976937,USP47,protein_coding
ENSG00000170248,-0.01616461,6.643006275,0.001747544,0.966655239,0.98533725,PDCD6IP,protein_coding
ENSG00000170255,4.27637426,-4.060755721,1.886966684,0.169544447,0.375269927,MRGPRX1,protein_coding
ENSG00000170260,0.075854013,3.320329107,0.030143501,0.862165025,0.931051136,ZNF212,protein_coding
ENSG00000170264,0.965705207,3.208186485,1.706791195,0.191402226,0.400069372,FAM161A,protein_coding
ENSG00000170265,0.022178164,4.175504767,0.002567276,0.959589843,0.981973461,ZNF282,protein_coding
ENSG00000170266,0.255324819,5.944334547,0.320565922,0.571267745,0.746320687,GLB1,protein_coding
ENSG00000170270,0.984521864,4.296078137,4.641162053,0.03121386,0.141996498,GON7,protein_coding
ENSG00000170271,-3.72471902,4.140089748,35.30736932,2.8156465136066e-09,1.83452494137593e-07,FAXDC2,protein_coding
ENSG00000170275,-2.066107122,7.132982944,34.98447024,3.32345441346998e-09,2.11169821440996e-07,CRTAP,protein_coding
ENSG00000170279,4.384864509,-4.000815663,1.765136566,0.183985114,0.392051983,C7orf33,protein_coding
ENSG00000170289,1.439029202,1.463952455,0.815532178,0.366489699,0.581261357,CNGB3,protein_coding
ENSG00000170290,3.655759036,-2.191053742,3.835766206,0.050170056,0.191327761,SLN,protein_coding
ENSG00000170291,-0.373054712,3.773173871,0.792298278,0.37340608,0.587534264,ELP5,protein_coding
ENSG00000170293,0.781066813,2.322895705,0.760903499,0.383045923,0.596264996,CMTM8,protein_coding
ENSG00000170296,0.736067957,-1.79407986,1.269153637,0.259925517,0.474503706,GABARAP,protein_coding
ENSG00000170298,6.102973793,0.751897454,8.728084586,0.003133455,0.02874176,LGALS9B,protein_coding
ENSG00000170310,-0.800432811,4.515654046,2.320126708,0.127709623,0.322848667,STX8,protein_coding
ENSG00000170312,5.01947592,9.247575139,49.76898413,1.72956567634342e-12,2.3851718943762e-10,CDK1,protein_coding
ENSG00000170315,-0.00348462,6.671986589,4.92530898981158e-05,0.994400449,0.99810558,UBB,protein_coding
ENSG00000170322,-0.048264735,5.689381259,0.012588613,0.910665632,0.957317596,NFRKB,protein_coding
ENSG00000170323,1.853942479,8.083205453,0.681540021,0.409056927,0.619113308,FABP4,protein_coding
ENSG00000170324,5.954463983,-1.28752942,8.556822784,0.003442297,0.030872251,FRMPD2,protein_coding
ENSG00000170325,0.875900819,3.9125959,3.103957188,0.078102234,0.246245438,PRDM10,protein_coding
ENSG00000170340,0.16633704,5.136936003,0.083738271,0.772293921,0.877486142,B3GNT2,protein_coding
ENSG00000170345,-2.09211645,8.207220463,8.384866819,0.003783579,0.032934168,FOS,protein_coding
ENSG00000170348,-0.361804197,7.935801927,0.909879746,0.340146328,0.555790099,TMED10,protein_coding
ENSG00000170356,2.032003744,2.691698025,3.132708724,0.076736142,0.244003559,OR2A20P,transcribed_unprocessed_pseudogene
ENSG00000170364,-1.629158475,4.055798623,13.19808409,0.000280235,0.004313816,SETMAR,protein_coding
ENSG00000170365,-1.05108133,4.84944579,4.443246316,0.03503956,0.152535629,SMAD1,protein_coding
ENSG00000170367,0.435940116,-2.603682824,0.016830354,0.896778579,0.95058203,CST5,protein_coding
ENSG00000170369,-0.188427556,-1.223717629,0.013892738,0.906172678,0.955086996,CST2,protein_coding
ENSG00000170370,-5.486056098,3.498544416,54.6330129,1.45274628151942e-13,2.92946663085607e-11,EMX2,protein_coding
ENSG00000170373,6.883205949,4.454107906,2.753330621,0.09705207,0.27806102,CST1,protein_coding
ENSG00000170374,0.208604637,-3.017654549,0.004565105,0.946131472,0.975090628,SP7,protein_coding
ENSG00000170379,0.573710504,2.808036909,0.483246129,0.486955621,0.682349406,TCAF2,protein_coding
ENSG00000170381,0.147531714,3.51532367,0.00930631,0.92314792,0.963697613,SEMA3E,protein_coding
ENSG00000170382,-1.556230811,1.240698211,2.514610428,0.112795505,0.301451305,LRRN2,protein_coding
ENSG00000170385,0.234227439,5.191435562,0.143050102,0.705267431,0.834636298,SLC30A1,protein_coding
ENSG00000170390,-2.285540775,0.884956514,12.54013803,0.000398303,0.005788756,DCLK2,protein_coding
ENSG00000170396,2.383826395,-2.931230298,2.638574829,0.104297067,0.28906342,ZNF804A,protein_coding
ENSG00000170412,-1.149811127,4.047805138,1.92586847,0.165211165,0.37039724,GPRC5C,protein_coding
ENSG00000170417,1.841924244,5.138410949,9.649664337,0.001893862,0.019837065,TMEM182,protein_coding
ENSG00000170419,1.070891738,-4.619717853,0.425727564,0.514092849,0.702505994,VSTM2A,protein_coding
ENSG00000170421,3.452986318,10.28385148,6.309620873,0.012008452,0.075289686,KRT8,protein_coding
ENSG00000170423,8.932536265,2.890402373,13.44516905,0.000245638,0.003858536,KRT78,protein_coding
ENSG00000170425,1.938309238,4.190987929,4.344120823,0.037136936,0.157984812,ADORA2B,protein_coding
ENSG00000170426,4.405059542,1.764280834,3.242694505,0.071742558,0.234864899,SDR9C7,protein_coding
ENSG00000170430,0.04889154,4.811244436,0.005862713,0.938966935,0.971930332,MGMT,protein_coding
ENSG00000170439,1.504908218,1.382921193,0.92271395,0.336763385,0.552578077,METTL7B,protein_coding
ENSG00000170442,5.281999297,0.879000618,12.9520281,0.000319575,0.004805254,KRT86,protein_coding
ENSG00000170445,-0.010223486,6.164065645,0.000562686,0.981075149,0.992111307,HARS1,protein_coding
ENSG00000170448,0.587666388,2.917841733,1.581384877,0.208561326,0.418934452,NFXL1,protein_coding
ENSG00000170454,7.668034506,4.351781276,6.734917987,0.009454358,0.063816916,KRT75,protein_coding
ENSG00000170456,-2.014908929,2.569046772,10.78740564,0.00102193,0.012276334,DENND5B,protein_coding
ENSG00000170458,-0.188501533,4.634465079,0.076876073,0.781576365,0.882971055,CD14,protein_coding
ENSG00000170464,-2.227722328,3.35413459,27.38982615,1.66303869591289e-07,6.77396410800122e-06,DNAJC18,protein_coding
ENSG00000170465,5.603067452,7.244809199,4.78795604,0.028659416,0.135116209,KRT6C,protein_coding
ENSG00000170468,0.78185576,2.698173924,2.217187198,0.136481515,0.335315793,RIOX1,protein_coding
ENSG00000170469,0.543467043,1.034917194,0.852639284,0.355806768,0.572009259,SPATA24,protein_coding
ENSG00000170471,0.649749707,6.118030199,1.743096998,0.186746895,0.395062754,RALGAPB,protein_coding
ENSG00000170473,0.501034079,4.867114465,1.27106461,0.259567055,0.474200378,PYM1,protein_coding
ENSG00000170476,-0.3726431,3.292703876,0.132006749,0.71636038,0.841973276,MZB1,protein_coding
ENSG00000170477,5.964422093,7.730679001,6.004652026,0.014268208,0.085389912,KRT4,protein_coding
ENSG00000170482,1.507269158,-0.336938799,1.892918403,0.168873122,0.374544881,SLC23A1,protein_coding
ENSG00000170484,7.970012406,-1.15676046,8.753796678,0.003089582,0.028489926,KRT74,protein_coding
ENSG00000170485,0.675016542,4.220042407,0.651881783,0.419440696,0.627874791,NPAS2,protein_coding
ENSG00000170486,6.702891274,-0.579192883,2.736087004,0.098104728,0.279741743,KRT72,protein_coding
ENSG00000170498,0.211874935,-3.150953178,0.015799997,0.899970953,0.951910807,KISS1,protein_coding
ENSG00000170500,-5.361457755,3.231656308,30.1368582,4.02606174739978e-08,1.9077577337101e-06,LONRF2,protein_coding
ENSG00000170502,-0.619781565,4.646542823,2.345848209,0.12561717,0.320099285,NUDT9,protein_coding
ENSG00000170509,-3.922340836,1.923733507,22.21558965,2.43687091081718e-06,7.33278778085723e-05,HSD17B13,protein_coding
ENSG00000170515,1.044704715,7.734352535,4.2165634,0.04003116,0.165801788,PA2G4,protein_coding
ENSG00000170522,1.439177125,4.70740996,4.066120336,0.043751653,0.175071583,ELOVL6,protein_coding
ENSG00000170523,7.739842826,-1.371779649,6.030986182,0.014056878,0.08443298,KRT83,protein_coding
ENSG00000170525,0.436810162,5.090388304,0.549290632,0.458607687,0.658983375,PFKFB3,protein_coding
ENSG00000170537,2.596604106,2.918465991,6.486294552,0.010870934,0.070233999,TMC7,protein_coding
ENSG00000170540,1.456057208,7.850211796,6.70889261,0.009593328,0.064415638,ARL6IP1,protein_coding
ENSG00000170542,0.861204101,4.13047252,1.290191784,0.25601261,0.470419028,SERPINB9,protein_coding
ENSG00000170545,0.994481566,4.155835256,2.263047606,0.132493095,0.329314226,SMAGP,protein_coding
ENSG00000170549,5.431686952,-3.323794762,1.387219739,0.238875181,0.451731061,IRX1,protein_coding
ENSG00000170558,0.946493282,6.17965922,0.46317594,0.496143422,0.689347314,CDH2,protein_coding
ENSG00000170561,7.605494318,2.238144755,10.70630659,0.00106771,0.012662904,IRX2,protein_coding
ENSG00000170571,1.366673479,3.800646494,1.676743428,0.195357737,0.404568113,EMB,protein_coding
ENSG00000170577,4.601568548,3.706185598,11.37489267,0.000744435,0.009615127,SIX2,protein_coding
ENSG00000170579,1.703691759,1.745219111,0.801057029,0.370777523,0.585384697,DLGAP1,protein_coding
ENSG00000170581,1.118059126,7.622480025,4.032920336,0.044620639,0.177174759,STAT2,protein_coding
ENSG00000170584,0.207849817,4.569357158,0.172536825,0.677867022,0.816962987,NUDCD2,protein_coding
ENSG00000170604,-0.530022877,3.816619816,1.355609308,0.244299879,0.457424107,IRF2BP1,protein_coding
ENSG00000170606,0.895302456,7.034406567,3.218230227,0.072822323,0.236734134,HSPA4,protein_coding
ENSG00000170608,0.491488572,1.243373162,0.077911206,0.780148293,0.882052942,FOXA3,protein_coding
ENSG00000170615,3.105017303,-1.670519978,2.691443571,0.100888375,0.284304976,SLC26A5,protein_coding
ENSG00000170619,0.231165695,4.407694709,0.256567861,0.612487946,0.774531922,COMMD5,protein_coding
ENSG00000170624,-2.723458193,2.514894337,9.296882857,0.002295441,0.022880201,SGCD,protein_coding
ENSG00000170627,3.657281213,-1.162632021,5.60635481,0.017895452,0.099789456,GTSF1,protein_coding
ENSG00000170629,0.052527831,3.371756417,0.004187568,0.948403771,0.976473247,DPY19L2P2,transcribed_unprocessed_pseudogene
ENSG00000170631,-0.378289773,4.102140562,0.777120593,0.378023214,0.591633495,ZNF16,protein_coding
ENSG00000170632,-0.31764037,4.747715087,0.506711333,0.476565971,0.674358501,ARMC10,protein_coding
ENSG00000170633,0.586534826,5.271937995,2.203976454,0.137655235,0.336805747,RNF34,protein_coding
ENSG00000170634,-0.01081976,3.056493935,0.000432568,0.983406578,0.993082167,ACYP2,protein_coding
ENSG00000170638,1.284442212,4.080625104,7.102334044,0.007698364,0.055263255,TRABD,protein_coding
ENSG00000170653,-0.382542178,4.639014768,0.940481367,0.332154077,0.548203493,ATF7,protein_coding
ENSG00000170667,-2.93726902,-0.272885715,32.83968132,1.00080900967755e-08,5.50588183803465e-07,RASA4B,protein_coding
ENSG00000170677,0.192004575,7.592572483,0.079543752,0.777916658,0.881054432,SOCS6,protein_coding
ENSG00000170681,0.501004786,-0.722308438,0.568778727,0.450744626,0.65274444,CAVIN4,protein_coding
ENSG00000170683,4.21050927,-4.096159071,2.776357331,0.095665527,0.275855785,OR10A3,protein_coding
ENSG00000170684,3.924781782,1.581878128,20.79305745,5.11681142577128e-06,0.000139378,ZNF296,protein_coding
ENSG00000170688,4.292386891,-4.05203619,2.805798126,0.093924093,0.273190922,OR5E1P,unprocessed_pseudogene
ENSG00000170689,0.731974338,2.686184657,0.289990604,0.590226552,0.758843808,HOXB9,protein_coding
ENSG00000170703,1.294204575,-0.634244012,0.438312588,0.507938024,0.697976003,TTLL6,protein_coding
ENSG00000170734,1.050441884,5.146493887,4.111354812,0.042596227,0.172272719,POLH,protein_coding
ENSG00000170743,-5.952706203,-1.496325962,36.8299922,1.28892065886636e-09,9.19679281255617e-08,SYT9,protein_coding
ENSG00000170745,1.373263836,4.505157914,2.874142894,0.090012888,0.266981472,KCNS3,protein_coding
ENSG00000170759,0.069590367,7.229545398,0.021354552,0.88381721,0.943587247,KIF5B,protein_coding
ENSG00000170775,1.413135246,2.815204334,1.496379344,0.2212293,0.432707796,GPR37,protein_coding
ENSG00000170776,-1.387411878,7.251508756,7.490808414,0.006201471,0.047159702,AKAP13,protein_coding
ENSG00000170779,2.287115716,4.397978637,14.02805892,0.000180103,0.002952402,CDCA4,protein_coding
ENSG00000170786,2.308071595,4.760852623,4.671332456,0.030670123,0.140670888,SDR16C5,protein_coding
ENSG00000170788,3.134857436,-4.569090718,2.7244198,0.098824027,0.281141102,DYDC1,protein_coding
ENSG00000170790,1.687583167,-4.393643322,0.472033673,0.492053069,0.686387917,OR10A2,protein_coding
ENSG00000170791,0.147912792,4.795272671,0.078877017,0.77882505,0.881531349,CHCHD7,protein_coding
ENSG00000170801,-0.808228301,4.996047267,0.644625912,0.422040635,0.630089219,HTRA3,protein_coding
ENSG00000170802,0.802111236,6.940363717,1.723819682,0.18920211,0.397685222,FOXN2,protein_coding
ENSG00000170819,3.487889826,-2.761720801,4.267819468,0.038840742,0.162446532,BFSP2,protein_coding
ENSG00000170827,3.588208536,-4.393653794,4.059905127,0.043912967,0.175471636,CELP,transcribed_unprocessed_pseudogene
ENSG00000170832,0.513762233,5.391589771,1.435481116,0.230871996,0.442475442,USP32,protein_coding
ENSG00000170835,5.895630714,3.243844049,9.002283345,0.002696425,0.025881136,CEL,protein_coding
ENSG00000170836,-0.211136802,4.179731799,0.19835516,0.656051802,0.803488362,PPM1D,protein_coding
ENSG00000170837,-1.087538489,1.507165065,1.336349544,0.247678761,0.461255059,GPR27,protein_coding
ENSG00000170846,-0.3164741,4.049799582,0.391051198,0.531747364,0.715722457,AC093323.1,protein_coding
